"location","start_date","end_date","lineage","total_lineage_count","Study ID"
"United States","2020-03-01","2020-05-27","b.1.425",51,"67144_Alpert 2021"
"United States","2020-03-01","2020-05-27","b.1.426",437,"67144_Alpert 2021"
"United States","2020-03-01","2020-05-27","b.1.503",104,"67144_Alpert 2021"
"United States","2020-03-01","2020-05-27","b.1.509",4,"67144_Alpert 2021"
"United States","2020-03-01","2020-05-27","b.1.515",61,"67144_Alpert 2021"
"United States","2020-03-01","2020-05-27","b.1.516",39,"67144_Alpert 2021"
"United States","2020-03-01","2020-05-27","b.1.564",4,"67144_Alpert 2021"
"United States","2020-03-01","2020-05-27","b.1.576",5,"67144_Alpert 2021"
"United States","2020-03-01","2020-05-27","b.1.595",580,"67144_Alpert 2021"
"United States","2020-03-01","2020-05-27","b.1.595.4",67,"67144_Alpert 2021"
"United States","2020-03-01","2020-05-27","other",5756,"67144_Alpert 2021"
"France","2020-03-12","2021-03-08","a",17,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","a.17",4,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","a.21",89,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","a.27",181,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","a.28",126,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","ah.2",48,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","ay.122",2,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","ay.42",1,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","ay.43",3,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b",31,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1",2013,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.1",349,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.1.1",44,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.1.153",18,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.1.241",173,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.1.25",5,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.1.254",17,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.1.269",199,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.1.297",18,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.1.317",13,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.1.318",2,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.1.420",57,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.1.7",6119,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.12",5,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.147",29,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.159",45,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.160",7790,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.160.30",545,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.177",1352,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.177.4",9,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.177.72",25,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.177.78",92,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.177.81",210,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.208",19,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.219",8,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.221",195,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.236",7,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.258",257,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.273",17,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.351",357,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.351.2",216,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.356",77,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.36",16,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.367",212,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.387",21,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.389",6,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.416",86,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.416.1",62,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.474",36,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.525",39,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.529",18,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.597",54,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.6",4,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.617.2",1,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.620",3,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.9.5",5,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.1.93",8,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","b.40",15,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","c.16",110,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","c.36.3",1,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","n.2",7,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","other",695,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","p.1",37,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","q.4",928,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","q.7",42,"67898_Plais 2022"
"France","2020-03-12","2021-03-08","w.1",40,"67898_Plais 2022"
"United States","2020-06-01","2020-12-31","a",25,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","a.1",88,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","a.3",11,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","ay.25",2,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","ay.25.1",1,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","ay.44",1,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b",115,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1",14181,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.1",3398,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.1.222",1464,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.1.291",906,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.1.304",280,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.1.434",1100,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.1.464",466,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.1.519",82,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.1.7",152,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.116",1,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.134",139,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.137",13,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.139",1075,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.2",35793,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.206",984,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.234",3059,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.240",3112,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.243",6268,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.268",1,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.289",62,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.305",418,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.311",1062,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.320",215,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.366",106,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.369",2806,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.371",63,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.384",14,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.396",936,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.400",1282,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.421",143,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.425",218,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.426",362,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.427",1102,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.429",2463,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.436",943,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.503",260,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.509",859,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.516",416,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.526",69,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.541",165,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.561",789,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.564",1177,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.574",409,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.576",659,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.582",1453,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.595",2238,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.595.4",67,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","b.1.637",27,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","other",26743,"68083_Kim 2022"
"United States","2020-06-01","2020-12-31","p.1",1,"68083_Kim 2022"
"Austria","2020-03-01","2021-03-31","a.2",6,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","a.27",7,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","a.5",10,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b",21,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1",369,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1",238,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.1",19,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.142",7,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.153",23,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.170",26,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.232",27,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.271",12,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.277",6,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.319",7,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.331",79,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.347",23,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.39",16,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.415",20,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.428",4,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.433",4,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.5",5,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.521",5,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.7",1391,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.1.70",85,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.146",13,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.160",329,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.160.22",3,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.177",54,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.177.43",16,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.177.81",67,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.177.86",32,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.22",6,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.221",25,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.224",39,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.236",5,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.258",230,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.258.17",154,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.264.1",5,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.351",247,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.408",4,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.465",22,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.513",53,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.525",11,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.1.8",18,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.11",4,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.3",18,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","b.40",3,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","c.16",5,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","c.35",31,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","other",103,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","p.1",1,"68513_Udovica 2022"
"Austria","2020-03-01","2021-03-31","r.1",67,"68513_Udovica 2022"
"Italy","2020-02-26","2020-12-31","a.21",7,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","ad.2",5,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b",90,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1",851,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1",521,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.1",56,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.161",14,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.187",89,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.202",12,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.217",3,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.229",116,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.241",5,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.25",19,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.266",3,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.277",11,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.305",8,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.39",18,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.404",4,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.47",4,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.61",8,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.7",149,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.70",10,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.1.71",4,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.160",208,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.177",1046,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.177.33",185,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.177.51",51,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.177.52",3,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.177.53",43,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.177.55",4,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.177.75",213,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.177.81",13,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.177.83",188,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.177.88",3,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.221",49,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.258",42,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.258.14",60,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.258.17",9,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.367",47,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.416",38,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.416.1",18,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.428.2",6,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.525",1,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.527",4,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","b.1.91",13,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","c.18",149,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","c.35",8,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","other",125,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","q.2",8,"69998_Serraino 2021"
"Italy","2020-02-26","2020-12-31","q.4",1,"69998_Serraino 2021"
"United States","2020-03-13","2020-05-10","a",470,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","a.1",1710,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","a.3",333,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b",490,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1",14094,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.1",843,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.1.222",3,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.1.291",21,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.1.304",2,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.1.464",24,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.116",42,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.134",21,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.137",68,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.139",19,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.2",24,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.240",1,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.243",104,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.268",92,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.289",104,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.311",17,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.320",379,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.366",2,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.369",161,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.371",533,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.384",215,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.400",9,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.425",1,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.426",87,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.503",55,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.509",2,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.515",49,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.516",7,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.564",3,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.576",3,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.595",413,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","b.1.595.4",40,"70019_Klein 2021"
"United States","2020-03-13","2020-05-10","other",4442,"70019_Klein 2021"
"United States","2020-01-01","2020-12-31","a",595,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","a.1",2500,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","a.3",378,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","ay.25",2,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","ay.25.1",1,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","ay.44",1,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b",757,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1",30937,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.1",4552,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.1.222",1467,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.1.291",1196,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.1.304",291,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.1.434",1100,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.1.464",559,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.1.519",82,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.1.7",152,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.116",85,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.134",178,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.137",153,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.139",1126,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.2",35826,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.206",988,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.234",3059,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.240",3120,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.243",6440,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.268",94,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.289",282,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.305",418,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.311",1105,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.320",667,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.366",166,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.369",3061,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.371",705,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.384",327,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.396",936,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.400",1301,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.421",143,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.425",289,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.426",913,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.427",1102,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.429",2463,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.436",943,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.503",369,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.509",863,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.515",64,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.516",492,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.526",69,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.541",165,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.561",789,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.564",1181,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.574",409,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.576",664,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.582",1454,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.595",2848,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.595.4",136,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","b.1.637",27,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","other",32823,"70896_Abuhelwa 2022"
"United States","2020-01-01","2020-12-31","p.1",1,"70896_Abuhelwa 2022"
"United States","2020-03-10","2022-02-02","a",669,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","a.1",2163,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","a.3",378,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.100",79925,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.103",295789,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.119",35848,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.14",14196,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.2",3506,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.25",140685,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.25.1",72420,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.26",38451,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.3",165011,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.39",52537,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.44",252618,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.47",39059,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","ay.75",20775,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","b",3812,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","b.1",40861,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","b.1.1",13626,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","b.1.1.222",4051,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","b.1.1.291",1232,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","b.1.1.304",355,"71402_Salvatore 2023"
"United States","2020-03-10","2022-02-02","b.1.1.434",2569,"71402_Salvatore 2023"
