"location","start_date","end_date","lineage","total_lineage_count","Study ID"
"Germany","2020-03-11","2022-07-20","b.1.177",2530,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.177.17",20,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.177.33",30,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.177.43",97,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.177.44",113,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.177.50",26,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.177.52",103,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.177.62",647,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.177.75",261,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.177.77",181,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.177.81",2587,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.177.86",2725,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.212",3,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.218",19,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.22",32,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.221",2232,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.221.2",248,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.236",58,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.258",2012,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.258.17",594,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.329",240,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.351",2243,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.356",5,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.36",66,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.36.1",84,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.36.20",12,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.367",46,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.389",34,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.398",21,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.406",50,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.416",6,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.416.1",30,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.475",7,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.480",37,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.520",13,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.527",8,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.565",16,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.617.2",18594,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.8",32,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.9",7,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.9.4",232,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.1.9.5",18,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.3",97,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.4",9,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","b.40",21,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.1",16208,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.1.1",66248,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.1.1.1",11009,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.1.15",2901,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.1.17",4256,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.1.17.2",6654,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.1.18",10579,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.2",150095,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.2.12.1",3379,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.2.36",2931,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.2.9",37263,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.4",1964,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.4.1",2332,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.5",636,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.5.1",13075,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.5.1.22",1359,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.5.1.3",2337,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.5.2",4029,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.5.2.1",5343,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.5.2.20",269,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","ba.5.9",741,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","be.1",959,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","be.1.1",15591,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","be.1.1.2",938,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","bf.5",587,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","bf.7",114,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","c.30",3,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","c.35",230,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","c.36",9,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","c.36.3",325,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","other",78549,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","p.1.1",288,"72854_Konermann 2023"
"Germany","2020-03-11","2022-07-20","p.1.17.1",99,"72854_Konermann 2023"
"Germany","2022-01-01","2022-07-20","ay.120.2.1",3,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.121",481,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.122",927,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.125",56,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.126",458,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.127",229,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.129",203,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.33",41,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.4",784,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.4.7",1,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.42",94,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.43",1716,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.46",31,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.46.6",202,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.5",21,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.9.2",85,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ay.98.1",111,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","b",17,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","b.1",38,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","b.1.1",364,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","b.1.1.10",10,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","b.1.1.142",0,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","b.1.1.7",2,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","b.1.177.33",1,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","b.1.177.86",3,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","b.1.351",3,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","b.1.617.2",490,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.1",13484,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.1.1",62406,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.1.1.1",10651,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.1.15",2176,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.1.17",3450,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.1.17.2",5724,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.1.18",8897,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.2",150046,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.2.12.1",3379,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.2.36",2930,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.2.9",37259,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.4",1964,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.4.1",2332,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.5",636,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.5.1",13075,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.5.1.22",1359,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.5.1.3",2337,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.5.2",4029,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.5.2.1",5343,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.5.2.20",269,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","ba.5.9",741,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","be.1",959,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","be.1.1",15591,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","be.1.1.2",938,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","bf.5",587,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","bf.7",114,"72854_Konermann 2023(Omicron)"
"Germany","2022-01-01","2022-07-20","other",39040,"72854_Konermann 2023(Omicron)"
"Germany","2020-03-11","2022-01-01","a",181,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","a.2",13,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ak.2",22,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.120.2.1",395,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.121",8713,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.122",33222,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.125",5010,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.126",10366,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.127",3066,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.129",4456,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.33",3044,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.4",16989,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.4.7",493,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.42",4997,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.43",39406,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.46",1118,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.46.6",7134,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.5",1986,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.70",569,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.9.2",6400,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ay.98.1",4266,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b",476,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1",3284,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1",2234,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.1",42,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.10",14,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.142",24,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.153",117,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.159",27,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.170",133,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.189",119,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.204",26,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.218",8,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.219",20,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.232",106,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.234",6,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.241",18,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.266",6,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.277",46,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.294",139,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.297",209,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.301",14,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.305",33,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.317",1112,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.338",53,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.347",12,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.37",18,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.385",269,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.39",267,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.404",17,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.405",13,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.413",25,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.433",3,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.47",13,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.515",42,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.521",74,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.58",62,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.7",103886,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.1.70",534,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.146",36,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.159",8,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.160",1939,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.160.22",6,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.160.28",78,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.177",2530,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.177.17",20,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.177.33",29,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.177.43",97,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.177.44",113,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.177.50",26,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.177.52",103,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.177.62",647,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.177.75",261,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.177.77",181,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.177.81",2587,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.177.86",2722,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.212",3,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.218",19,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.22",32,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.221",2232,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.221.2",248,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.236",58,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.258",2012,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.258.17",594,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.329",240,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.351",2240,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.356",5,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.36",66,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.36.1",84,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.36.20",12,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.367",46,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.389",34,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.398",21,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.406",50,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.416",6,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.416.1",30,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.475",7,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.480",37,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.520",13,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.527",8,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.565",16,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.617.2",18096,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.8",32,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.9",7,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.9.4",232,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.1.9.5",18,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.3",97,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.4",9,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","b.40",21,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ba.1",2644,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ba.1.1",3731,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ba.1.1.1",341,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ba.1.15",714,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ba.1.17",783,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ba.1.17.2",910,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ba.1.18",1624,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ba.2",48,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ba.2.36",1,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","ba.2.9",4,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","c.30",3,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","c.35",230,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","c.36",9,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","c.36.3",325,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","other",39446,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","p.1.1",288,"72854_Konermann 2023(WT to Delta)"
"Germany","2020-03-11","2022-01-01","p.1.17.1",99,"72854_Konermann 2023(WT to Delta)"
"Canada","2020-01-01","2021-12-31","a",115,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","a.1",330,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","a.23.1",572,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ae.8",2094,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","al.1",547,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","aw.1",331,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ay.103",5683,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ay.119.2",1115,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ay.122",2342,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ay.15",539,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ay.25.1",51495,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ay.25.3",3748,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ay.27",23274,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ay.44",2427,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ay.74",11156,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ay.86",996,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ay.9.2.1",706,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","ay.93",3933,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","az.1",1237,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b",102,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1",4901,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1",1658,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.1",50,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.121",421,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.157",1145,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.176",2554,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.181",211,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.222",128,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.226",4,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.25",514,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.33",102,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.417",345,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.431",42,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.519",1563,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.1.7",44782,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.128",1479,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.147",1030,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.160",2907,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.167",87,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.177.87",14,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.2",6111,"73383_Hosseini-Moghaddam 2023"
"Canada","2020-01-01","2021-12-31","b.1.243",208,"73383_Hosseini-Moghaddam 2023"
